title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
Departamento En Venta En Vitacura Con Terraza,12990.0,"HERMOSO DEPTO EN VITACURA, CON INCREÍBLE VISTA, Tabancura, Vitacura",4.0,4.0,,134.0,https://portalinmobiliario.com/MLC-1702133055-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 5 Dorm. En Vitacura,18900.0,"PEDRO CANISIO, Pío XI, Vitacura",5.0,3.0,,271.0,https://portalinmobiliario.com/MLC-3071903992-departamento-en-venta-de-5-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta De 4 Dorm. En Vitacura,13450.0,"Rosario Gayo, Parque Bicentenario, Vitacura",4.0,3.0,,110.0,https://portalinmobiliario.com/MLC-1657020839-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta 3d/3b Orientación Norte,14600.0,"CANDELARIA GOYENECHEA, Borde Río - Casa Piedra, Vitacura",3.0,3.0,,134.0,https://portalinmobiliario.com/MLC-1710905497-departamento-en-venta-3d3b-orientacion-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta En Vitacura Con Terraza,9900.0,"Las Nieves, Vitacura, Parque Bicentenario, Vitacura",3.0,3.0,,100.0,https://portalinmobiliario.com/MLC-1678024015-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
En El Mejor Sector (piso 3),14600.0,"EN EL MEJOR SECTOR (PISO 3), Juan XXIII, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1701791685-en-el-mejor-sector-piso-3-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Departamento En Venta En Estadio Croata, Vitacura",15798.0,"El Nogal C/ Vitacura, Estadio Croata, Vitacura",3.0,3.0,,125.0,https://portalinmobiliario.com/MLC-1710789845-departamento-en-venta-en-estadio-croata-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
"Nuevo, 3 Dormitorios, 3 Baños, Piscina",14157.0,"Iglesia Los Castaños / Avenida Vitacura, Estadio Croata, Vitacura",3.0,3.0,,122.0,https://portalinmobiliario.com/MLC-1604141655-nuevo-3-dormitorios-3-banos-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=a767a0ec-f5c0-4367-9174-7c722be5f8f7,
Departamento En Venta En Vitacura Con Terraza,11800.0,"DEPARTAMENTO EN VENTA VITACURA / AV. AMÉRICO VESPUCIO, Vitacura",3.0,2.0,,120.0,https://portalinmobiliario.com/MLC-1710663021-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta En Parque Bicentenario Con Jardín,16490.0,"Espoz C/ Eduardo Marquina, Parque Bicentenario, Vitacura",4.0,4.0,,172.0,https://portalinmobiliario.com/MLC-1710633987-departamento-en-venta-en-parque-bicentenario-con-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Departamento En Venta En Pío Xi, Vitacura Con Terraza",12490.0,"La Luma C/ Las Hualtatas, Pío XI, Vitacura",4.0,3.0,,133.0,https://portalinmobiliario.com/MLC-1710750745-departamento-en-venta-en-pio-xi-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta En Estadio Croata Con Terraza,15971.0,"El Nogal C/ Mar Jónico, Estadio Croata, Vitacura",3.0,3.0,,123.0,https://portalinmobiliario.com/MLC-1710777005-departamento-en-venta-en-estadio-croata-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo Dpto. En Vitacura,9200.0,"Departamento En Venta/ Los Abetos Sur, 1 - 300, Pío XI, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1684952867-exclusivo-dpto-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo !nuevo Sin Comisión! Mejor Sector De Vitacura,23800.0,"Juan Agustin Alcalde A Pasos De Nueva Costanera!, Parque Bicentenario, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-1710789323-exclusivo-nuevo-sin-comision-mejor-sector-de-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 4 Dorm. En Vitacura,35100.0,"Candelaria Goyenechea, Parque Bicentenario, Vitacura",4.0,5.0,,160.0,https://portalinmobiliario.com/MLC-3114618030-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo Nuevo Sin Comisión!,19400.0,"Juan Agustin Alcande A Pasos De Nueva Costanera!, Parque Bicentenario, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-1710672471-exclusivo-nuevo-sin-comision-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 4 Dorm. En Vitacura,34200.0,"Candelaria Goyenechea, Parque Bicentenario, Vitacura",4.0,5.0,,154.0,https://portalinmobiliario.com/MLC-1716003535-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 4 Dorm. En Vitacura,35100.0,"Candelaria Goyenechea, Parque Bicentenario, Vitacura",4.0,5.0,,160.0,https://portalinmobiliario.com/MLC-1715737487-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Lindo Departamento (121250),10000.0,"Tupungato 10, Tabancura, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1710672063-lindo-departamento-121250-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 3 Dorm. En Vitacura,22415.0,"Candelaria Goyenechea, Parque Bicentenario, Vitacura",3.0,3.0,,125.0,https://portalinmobiliario.com/MLC-3204982310-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Santa María / Santa Teresita,12000.0,"Santa Teresa De Los Andes, Lo Curro, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1676642997-santa-maria-santa-teresita-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Alonso De Córdova - Espectacular Ubicación - Oportunidad,11890.0,"El Ciruelillo 3777, Vitacura, Parque Bicentenario, Vitacura",3.0,2.0,,115.0,https://portalinmobiliario.com/MLC-1710761993-alonso-de-cordova-espectacular-ubicacion-oportunidad-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Lindisimo !! Las Hualtatas- C. Belarmino - Clíniac Alemana,12900.0,"Cardenal Belarmino 1200, Santiago, Vitacura, Estadio Manquehue, Vitacura",3.0,2.0,,7.0,https://portalinmobiliario.com/MLC-1655488533-lindisimo-las-hualtatas-c-belarmino-cliniac-alemana-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Departamento En Venta En Juan Xxiii, Vitacura",8450.0,"Coronel Avendaño C/ Av. Vitacura, Juan XXIII, Vitacura",3.0,2.0,,93.0,https://portalinmobiliario.com/MLC-1710711775-departamento-en-venta-en-juan-xxiii-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Nuevo, 3 Dormitorios, Estar, Piscina",16077.0,"Iglesia Los Castaños, Juan XXIII, Vitacura",3.0,3.0,,124.0,https://portalinmobiliario.com/MLC-3215474332-nuevo-3-dormitorios-estar-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Venta De Dpto Duplex 3d2b Nuestra Señora Del Rosario (vitac,16900.0,"Nuestra Señora Del Rosario 1590, Vitacura, Chile, Nuestra Señora Del Rosario, Vitacura",3.0,2.0,,123.0,https://portalinmobiliario.com/MLC-1623016167-venta-de-dpto-duplex-3d2b-nuestra-senora-del-rosario-vitac-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Exclusivo Penhouse Remodelado, Amplio Y Unico",20500.0,"EXCLUSIVO PENHOUSE REMODELADO, AMPLIO Y UNICO, Pío XI, Vitacura",2.0,3.0,,280.0,https://portalinmobiliario.com/MLC-1677320115-exclusivo-penhouse-remodelado-amplio-y-unico-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 3 Dorm. En Vitacura,16914.0,"Candelaria Goyenechea, Parque Bicentenario, Vitacura",3.0,2.0,,95.0,https://portalinmobiliario.com/MLC-3203769660-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Nuevo, 2 Dormitorios, 2 Baños, Piscina",10213.0,"Iglesia Los Castaños, Estadio Croata, Vitacura",2.0,2.0,,80.0,https://portalinmobiliario.com/MLC-1720357733-nuevo-2-dormitorios-2-banos-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En La Mejor Ubicación De Vitacura,23000.0,"Parque Bicentenario, Vitacura",3.0,3.0,,213.0,https://portalinmobiliario.com/MLC-1650007981-departamento-en-la-mejor-ubicacion-de-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Gran Patio, Luminoso, Como Una Casa, Pero Un Departamento!",13920.0,"Alonso De Córdova 2313, Vitacura, Parque Bicentenario, Vitacura",4.0,3.0,,160.0,https://portalinmobiliario.com/MLC-1667171411-gran-patio-luminoso-como-una-casa-pero-un-departamento-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Las Nieves 4d3b,10500.0,"Las Nieves 3432, 7630554 Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",4.0,3.0,,115.0,https://portalinmobiliario.com/MLC-1676694265-departamento-en-las-nieves-4d3b-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Deptos Nuevos Tabancura, Nueva Linea 7 Del Metro",16210.0,"Las Hualtatas 10300-10400, Tabancura, Vitacura",3.0,3.0,,112.0,https://portalinmobiliario.com/MLC-1657102859-deptos-nuevos-tabancura-nueva-linea-7-del-metro-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Deptos Nuevos En Espoz, Inmejorable Ubicación",46000.0,"Espoz 4200-4300, Parque Bicentenario, Vitacura",3.0,4.0,,143.0,https://portalinmobiliario.com/MLC-1657748461-deptos-nuevos-en-espoz-inmejorable-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Deptos Nuevos En Espoz, Inmejorable Ubicación",21977.0,"Espoz 4200-4300, Parque Bicentenario, Vitacura",2.0,4.0,,143.0,https://portalinmobiliario.com/MLC-1657772135-deptos-nuevos-en-espoz-inmejorable-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"3 Dorm, 2 Estac Bodega. En Vitacura. Alianza Francesa",16900.0,"Amplio Departamento. Vista Y Ubicación Excepcional. Américo Vespucio/Vitacura. Bartolomé De Las Casas. Alianza Francesa, Jardín Del Este, Vitacura",3.0,2.0,,186.0,https://portalinmobiliario.com/MLC-2983344840-3-dorm-2-estac-bodega-en-vitacura-alianza-francesa-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Departamento En Venta De 6 Dorm. En Vitacura. 4 Estac, 2 Bod",19900.0,"Amplio Departamento En Exclusivo Edificio. Kennedy/Américo Vespucio. Opción De Separar En 2 Departamentos, Pío XI, Vitacura",6.0,5.0,,280.0,https://portalinmobiliario.com/MLC-1622260579-departamento-en-venta-de-6-dorm-en-vitacura-4-estac-2-bod-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Venta Departamento Vista Cancha Golf 3d/4b Vitacura,18300.0,"Paul Claudel Esquina Kennedy, Parque Bicentenario, Vitacura",3.0,4.0,,290.0,https://portalinmobiliario.com/MLC-1704697025-venta-departamento-vista-cancha-golf-3d4b-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Vende Excelente Departamento Espoz 3d2b,15900.0,"Espoz, Parque Bicentenario, Vitacura",4.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1696195073-vende-excelente-departamento-espoz-3d2b-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Venta Dpto.piso 3 Frente Open Kennedy Vitacura,7250.0,"Pío XI, Vitacura",2.0,2.0,,61.0,https://portalinmobiliario.com/MLC-1630297601-venta-dptopiso-3-frente-open-kennedy-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Elegante, 3 Dormitorios, 4 Baños Gran Suite En Bicentenario",12400.0,"Av.Bicentenario / Isabel Montt, Parque Bicentenario, Vitacura",3.0,4.0,,121.0,https://portalinmobiliario.com/MLC-2847840844-elegante-3-dormitorios-4-banos-gran-suite-en-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Depto. Frente Al Parque Bicentenario,17500.0,"Espoz 3250, Parque Bicentenario, Vitacura",2.0,3.0,,151.0,https://portalinmobiliario.com/MLC-1675468691-depto-frente-al-parque-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo Condominio De 3 Town Houses De Lujo Con Piscina,26000.0,"Lo Curro , El Canal, Via Aurora, Lo Curro, Vitacura",6.0,6.0,,513.0,https://portalinmobiliario.com/MLC-3013096220-exclusivo-condominio-de-3-town-houses-de-lujo-con-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Remodelado Penthouse Con Gran Vista Club De Golf Los Leones,23900.0,"El Pangue/Vista Al Club De Golf Los Leones, Parque Bicentenario, Vitacura",5.0,4.0,,296.0,https://portalinmobiliario.com/MLC-1631900385-remodelado-penthouse-con-gran-vista-club-de-golf-los-leones-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento Full Remodelado En Venta En Vitacura / Vistas,13500.0,"CLÍNICA ALEMANA / ESTADIO MANQUEHUE, Estadio Manquehue, Vitacura",,3.0,,130.0,https://portalinmobiliario.com/MLC-1645955555-departamento-full-remodelado-en-venta-en-vitacura-vistas-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Al Lado De Todo, Barrio Tranquilo Y Seguro",11500.0,"Alonso De Cordoba, Las Nieves, Parque Bicentenario, Vitacura",3.0,3.0,,110.0,https://portalinmobiliario.com/MLC-3142977540-al-lado-de-todo-barrio-tranquilo-y-seguro-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Moderno Depto.  En Vitacura / Frente Estadio Croata,13980.0,"Corinto 1820, Estadio Croata, Vitacura",3.0,3.0,139.0,,https://portalinmobiliario.com/MLC-1675533089-moderno-depto-en-vitacura-frente-estadio-croata-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Se Vende Amplio Departamento En La Plaza Del Hoyo/vitacura,23000.0,"Aurelio Gonzales, Parque Bicentenario, Vitacura",2.0,3.0,,230.0,https://portalinmobiliario.com/MLC-1675481829-se-vende-amplio-departamento-en-la-plaza-del-hoyovitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo Primer Piso Con Patio,17111.0,"Gerónimo De Alderete/Estadio Croata, Estadio Croata, Vitacura",2.0,3.0,,121.0,https://portalinmobiliario.com/MLC-1675495897-exclusivo-primer-piso-con-patio-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Exclusivo Primer Piso Con Patio,17140.0,"Gerónimo De Alderete/Estadio Croata, Estadio Croata, Vitacura",3.0,3.0,,123.0,https://portalinmobiliario.com/MLC-1675483195-exclusivo-primer-piso-con-patio-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Departamento En Venta De 4 Dorm. En Vitacura,8790.0,"Los Abetos/Las Hualtatas, Pío XI, Vitacura",4.0,3.0,,99.0,https://portalinmobiliario.com/MLC-3169097130-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
"Departamento De 300 M² Más Terrazas  Vitacura, Jardín Del E",31000.0,"Espoz, Jardín Del Este, Vitacura",3.0,3.0,300.0,,https://portalinmobiliario.com/MLC-3066001374-departamento-de-300-m-mas-terrazas-vitacura-jardin-del-e-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Venta Departamento Vitacura,14900.0,"Andres De Vera 5000, Pío XI, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1680868359-venta-departamento-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
En Venta Dúplex En Vitacura Con Patio Y Jacuzzi De 2hab./2 B,13990.0,"Av. Vitacura Con Nuestra Señora Del Rosario, Nuestra Señora Del Rosario, Vitacura",3.0,2.0,,99.0,https://portalinmobiliario.com/MLC-3071909088-en-venta-duplex-en-vitacura-con-patio-y-jacuzzi-de-2hab2-b-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Hermoso Departamento  Orientación Norte,19890.0,"Mar Jónico 8011, Vitacura, Estadio Croata, Vitacura",3.0,3.0,,109.0,https://portalinmobiliario.com/MLC-2894794334-hermoso-departamento-orientacion-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Venta Departamento Vitacura Colegio Aleman,17500.0,"Nuestra Señora Del Rosario, Vitacura",5.0,5.0,,210.0,https://portalinmobiliario.com/MLC-1641656149-venta-departamento-vitacura-colegio-aleman-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=6fb8d9d2-ebb0-44ff-b14e-e5897facd750,
Gran Departamento En Los Faldeos Del Cerro Manquehue,25500.0,"Sta. María 5542, Vitacura, Región Metropolitana, Chile, Santa María De Manquehue, Vitacura",5.0,4.0,,233.0,https://portalinmobiliario.com/MLC-2889509340-gran-departamento-en-los-faldeos-del-cerro-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=9d140f16-329a-4884-8d78-10e431aab7d7,
